id, key, score, title, country, crawl_date, host, sentiment_score, concept, concept_relevance,
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, George W. Bush, 0.496137
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Value added tax, 0.495602
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Libertarianism, 0.459664
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Ivana Trump, 0.454624
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Trump Organization, 0.433218
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Tax exemption, 0.424547
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, 401(k), 0.421623
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Inheritance tax, 0.415739
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Herbert Hoover, 0.396116
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Theodore Roosevelt, 0.387817
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Public finance, 0.382032
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Revenue, 0.381805
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Dwight D. Eisenhower, 0.374156
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Bill Clinton, 0.370061
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Senate, 0.364926
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Egypt, 0.363445
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Alaska, 0.357128
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Trump family, 0.35498
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Road, 0.353069
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Financial transaction tax, 0.34949
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, White House, 0.343591
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Richard Nixon, 0.342048
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, United States Capitol, 0.340423
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, John McCain, 0.332408
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, United States Congress, 0.325487
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Tax bracket, 0.322402
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Barbara Boxer, 0.320177
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Tax Reform Act of 1986, 0.313708
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Income, 0.31292
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Fiscal conservatism, 0.311812
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Independent, 0.309865
 p3LwMY73eW_PNLi0fri-radllYtqecwkXisCQNdY9Hul-5ZbSKQRRXC2vMuabNS1, Democratic Party, 1, Trump shoots down cuts to retirement limit, US, 2017-10-24T04:27:42Z, saukvalley.com, -0.409639, Barack Obama, 0.309639
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Republican Party, 0.984536
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, President of the United States, 0.90343
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Democratic Party, 0.892091
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Mitch McConnell, 0.874883
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States Senate, 0.721889
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Bill Clinton, 0.676427
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Alaska, 0.652549
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, John McCain, 0.622
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Barack Obama, 0.576173
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Harry Reid, 0.54975
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Herbert Hoover, 0.530257
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, George W. Bush, 0.52589
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States presidential election  2008, 0.519634
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Party leaders of the United States Senate, 0.516061
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Jared Kushner, 0.488562
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States House of Representatives, 0.482171
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Washington  D.C., 0.476851
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Ivanka Trump, 0.472032
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Theodore Roosevelt, 0.469861
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Susan Collins, 0.463624
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Mike Huckabee, 0.460814
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Arizona, 0.453677
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Ronald Reagan, 0.447883
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, John Kerry, 0.44374
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, White House, 0.440579
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Dwight D. Eisenhower, 0.437481
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Andrew Jackson, 0.435171
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States Congress, 0.431787
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States Capitol, 0.427879
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Thomas Jefferson, 0.427414
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Kentucky, 0.426516
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, George H. W. Bush, 0.423891
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Franklin D. Roosevelt, 0.395283
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Senate, 0.387843
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, 2008 Republican National Convention, 0.387307
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Bill Frist, 0.380256
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States presidential election  2004, 0.379434
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Sarah Palin, 0.378942
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States Senate Special Committee on Aging, 0.367599
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Jim Jeffords, 0.359773
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Independent, 0.357724
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Warren G. Harding, 0.353261
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, United States, 0.3354
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Abraham Lincoln, 0.335267
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Rudy Giuliani, 0.334248
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, John Adams, 0.333153
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Vice President of the United States, 0.332012
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Wisconsin, 0.331993
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Joe Biden, 0.325379
 BbpT0jQ4vB4Z9aFOmXGSFLMjKaVKwmkJG-ko5Bq8pTJXR4THZUxigin9WEgTBp74, Democratic Party, 1, Trump Party Unity Plea Gets Skeptical Reception From Some in Congress, US, 2017-10-24T04:33:49Z, nbcnews.com, -0.553968, Richard Nixon, 0.324375
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Taxation in the United States, 0.970189
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Tax, 0.810254
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Taxation, 0.738225
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Ivanka Trump, 0.709618
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Taxation in the United Kingdom, 0.665899
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Donald Trump, 0.592276
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, The Philadelphia Inquirer, 0.544047
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Corporate tax, 0.536875
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Ivana Trump, 0.5271
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, President of the United States, 0.502944
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Trump Organization, 0.502282
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Progressive tax, 0.495799
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, Democratic Party, 0.469005
 JRkMZ-4CT4iikxDNmOZqhQdaBEbgR8OW0FIA5jJ-OOsFwPVXSyGK8ku4B3kZCyGu, Democratic Party, 1, Ivanka Trump touts benefit of tax cuts for middle class | Political News, US, 2017-10-24T11:32:28Z, arcamax.com, -0.150338, President, 0.421519
